game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
201411260DAL,2015,DAL,NYK,11,11,Al-Farouq Aminu,Brandan Wright,Chandler Parsons,J.J. Barea,Monta Ellis,Amar'e Stoudemire,Jason Smith,Pablo Prigioni,Shane Larkin,Tim Hardaway,2,0,1,1,1,1,0,0,0,0,1,1,0,0,2,0.5,1.0,0.0,2,2,0,2,0,0,0,0,0,0,3,1,2,0,0,0.0,0.0,0.0,1
201411260DAL,2015,DAL,NYK,12,13,Al-Farouq Aminu,Dirk Nowitzki,J.J. Barea,Jae Crowder,Tyson Chandler,Amar'e Stoudemire,Jason Smith,Pablo Prigioni,Shane Larkin,Tim Hardaway,4,0,2,4,2,0,0,0,0,0,1,0,1,0,4,0.5,0.5,0.0,4,0,2,3,1,1,1,1,0,0,3,1,2,1,5,0.5,0.3333333333333333,1.0,-1
201411260DAL,2015,DAL,NYK,14,14,Al-Farouq Aminu,Brandan Wright,Dirk Nowitzki,J.J. Barea,Jae Crowder,Amar'e Stoudemire,Jason Smith,Pablo Prigioni,Shane Larkin,Tim Hardaway,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201411260DAL,2015,DAL,NYK,15,15,Al-Farouq Aminu,Brandan Wright,Devin Harris,Dirk Nowitzki,J.J. Barea,Amar'e Stoudemire,Jason Smith,Pablo Prigioni,Shane Larkin,Tim Hardaway,2,0,2,2,2,0,0,2,0,0,0,0,0,0,4,1.0,1.0,0.0,2,0,1,2,1,0,0,0,0,0,1,0,1,1,2,0.5,0.5,0.0,1
201411260DAL,2015,DAL,NYK,16,16,Al-Farouq Aminu,Brandan Wright,Devin Harris,Dirk Nowitzki,J.J. Barea,Amar'e Stoudemire,Iman Shumpert,Jason Smith,Pablo Prigioni,Shane Larkin,3,0,1,2,1,1,0,0,0,0,3,1,2,0,2,0.3333333333333333,0.5,0.0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0.5,0.5,0.0,-1
201411260DAL,2015,DAL,NYK,17,17,Brandan Wright,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,Amar'e Stoudemire,Iman Shumpert,Jason Smith,Pablo Prigioni,Shane Larkin,2,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,-1
201411260DAL,2015,DAL,NYK,18,18,Brandan Wright,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,Amar'e Stoudemire,Iman Shumpert,J.R. Smith,Jose Calderon,Quincy Acy,2,0,1,1,0,1,1,1,0,0,1,1,0,0,3,0.5,0.0,1.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201411260DAL,2015,DAL,NYK,19,20,Brandan Wright,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,Iman Shumpert,J.R. Smith,Jose Calderon,Quincy Acy,Samuel Dalembert,2,2,1,2,1,0,0,0,0,0,2,1,1,1,2,0.5,0.5,0.0,3,0,2,2,2,1,0,1,0,0,1,1,0,1,4,0.6666666666666666,1.0,0.0,-1
201411260DAL,2015,DAL,NYK,21,21,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,Iman Shumpert,J.R. Smith,Jose Calderon,Quincy Acy,Samuel Dalembert,1,0,1,1,1,0,0,0,0,0,1,1,0,1,2,1.0,1.0,0.0,1,2,1,0,0,1,1,1,0,0,1,0,1,0,3,1.0,0.0,1.0,-1
201411260DAL,2015,DAL,NYK,22,23,Chandler Parsons,Dirk Nowitzki,J.J. Barea,Monta Ellis,Tyson Chandler,Amar'e Stoudemire,Iman Shumpert,J.R. Smith,Jose Calderon,Quincy Acy,3,2,2,3,2,0,0,2,0,0,4,3,1,0,4,0.6666666666666666,0.6666666666666666,0.0,4,0,1,3,1,1,0,0,1,0,0,0,0,0,2,0.25,0.3333333333333333,0.0,1
201411260DAL,2015,DAL,NYK,24,24,Chandler Parsons,Dirk Nowitzki,J.J. Barea,Monta Ellis,Tyson Chandler,Iman Shumpert,J.R. Smith,Jose Calderon,Quincy Acy,Samuel Dalembert,2,2,0,1,0,1,0,0,0,0,4,1,3,1,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201411260DAL,2015,DAL,NYK,25,27,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,Iman Shumpert,J.R. Smith,Jose Calderon,Quincy Acy,Samuel Dalembert,6,2,2,3,2,3,0,1,0,0,0,0,0,0,4,0.3333333333333333,0.6666666666666666,0.0,5,5,4,5,4,0,0,2,0,0,8,5,3,1,8,0.8,0.8,0.0,-1
201411260DAL,2015,DAL,NYK,28,28,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,Amar'e Stoudemire,Iman Shumpert,J.R. Smith,Jose Calderon,Quincy Acy,3,2,0,1,0,2,0,0,1,0,2,1,1,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,-1
201411260DAL,2015,DAL,NYK,29,29,Chandler Parsons,Devin Harris,Dirk Nowitzki,Jae Crowder,Tyson Chandler,Amar'e Stoudemire,J.R. Smith,Jose Calderon,Pablo Prigioni,Quincy Acy,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,2,0,1,0,0,2,1,1,0,0,1,1,0,0,3,0.5,0.0,0.5,-1
201411260DAL,2015,DAL,NYK,30,32,Chandler Parsons,Devin Harris,Dirk Nowitzki,Jae Crowder,Tyson Chandler,Amar'e Stoudemire,J.R. Smith,Jason Smith,Jose Calderon,Pablo Prigioni,6,3,4,4,3,2,1,3,0,0,4,2,2,0,9,0.6666666666666666,0.75,0.5,4,2,2,1,0,3,2,2,0,0,1,0,1,1,6,0.5,0.0,0.6666666666666666,1
201411260DAL,2015,DAL,NYK,33,33,Brandan Wright,Chandler Parsons,J.J. Barea,Jae Crowder,Tyson Chandler,Amar'e Stoudemire,Iman Shumpert,Pablo Prigioni,Shane Larkin,Travis Wear,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201411260DAL,2015,DAL,NYK,34,36,Al-Farouq Aminu,Brandan Wright,Chandler Parsons,J.J. Barea,Jae Crowder,Amar'e Stoudemire,Iman Shumpert,Pablo Prigioni,Shane Larkin,Travis Wear,5,0,1,2,1,3,0,0,0,0,4,2,2,1,2,0.2,0.5,0.0,5,0,3,1,1,4,2,1,0,0,2,2,0,0,8,0.6,1.0,0.5,-1
201411260DAL,2015,DAL,NYK,37,39,Al-Farouq Aminu,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,Amar'e Stoudemire,Pablo Prigioni,Quincy Acy,Shane Larkin,Tim Hardaway,6,1,1,5,1,1,0,0,0,0,4,2,2,1,2,0.16666666666666666,0.2,0.0,7,0,3,6,3,1,0,1,1,0,4,2,2,0,6,0.42857142857142855,0.5,0.0,-1
201411260DAL,2015,DAL,NYK,40,41,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,Pablo Prigioni,Quincy Acy,Samuel Dalembert,Shane Larkin,Tim Hardaway,4,0,1,3,1,1,0,0,1,0,3,2,1,0,2,0.25,0.3333333333333333,0.0,4,0,1,4,1,0,0,1,0,0,4,3,1,1,2,0.25,0.25,0.0,-1
201411260DAL,2015,DAL,NYK,42,42,Brandan Wright,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,J.R. Smith,Jose Calderon,Quincy Acy,Samuel Dalembert,Tim Hardaway,2,0,1,2,1,0,0,0,0,0,1,0,1,0,2,0.5,0.5,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,-1
201411260DAL,2015,DAL,NYK,43,43,Brandan Wright,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,Amar'e Stoudemire,J.R. Smith,Jose Calderon,Samuel Dalembert,Tim Hardaway,3,2,3,3,3,0,0,2,0,0,1,1,0,0,6,1.0,1.0,0.0,2,0,1,2,1,0,0,1,0,0,0,0,0,1,2,0.5,0.5,0.0,1
201411260DAL,2015,DAL,NYK,44,45,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,J.R. Smith,Jose Calderon,Pablo Prigioni,Quincy Acy,Samuel Dalembert,5,2,2,2,2,3,0,1,0,0,4,4,0,1,4,0.4,1.0,0.0,9,0,3,7,1,2,2,1,0,0,5,3,2,1,8,0.3333333333333333,0.14285714285714285,1.0,-1
201411260DAL,2015,DAL,NYK,46,47,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,Amar'e Stoudemire,J.R. Smith,Jose Calderon,Pablo Prigioni,Quincy Acy,8,14,3,6,3,2,0,2,0,0,7,4,3,0,6,0.375,0.5,0.0,9,0,4,7,3,2,1,2,0,0,6,5,1,6,9,0.4444444444444444,0.42857142857142855,0.5,-1
201411280TOR,2015,TOR,DAL,0,6,Amir Johnson,DeMar DeRozan,Jonas Valanciunas,Kyle Lowry,Terrence Ross,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,14,0,6,9,3,5,3,4,3,0,9,8,1,1,15,0.42857142857142855,0.3333333333333333,0.6,11,2,4,9,2,2,2,3,0,0,7,7,0,2,10,0.36363636363636365,0.2222222222222222,1.0,1
201411280TOR,2015,TOR,DAL,7,7,Amir Johnson,DeMar DeRozan,Jonas Valanciunas,Kyle Lowry,Terrence Ross,Brandan Wright,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,3,1,1,1,0,0,0,0,0,3,2,1,0,2,1.0,1.0,0.0,-1
201411280TOR,2015,TOR,DAL,8,8,DeMar DeRozan,Jonas Valanciunas,Kyle Lowry,Patrick Patterson,Terrence Ross,Brandan Wright,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,-1
201411280TOR,2015,TOR,DAL,9,9,DeMar DeRozan,Jonas Valanciunas,Kyle Lowry,Patrick Patterson,Terrence Ross,Brandan Wright,Chandler Parsons,J.J. Barea,Monta Ellis,Tyson Chandler,1,1,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,3,0.5,0.0,1.0,-1
201411280TOR,2015,TOR,DAL,10,10,DeMar DeRozan,Greivis Vasquez,Jonas Valanciunas,Lou Williams,Patrick Patterson,Brandan Wright,Chandler Parsons,Dirk Nowitzki,J.J. Barea,Monta Ellis,1,2,1,0,0,1,1,1,0,0,1,0,1,0,3,1.0,0.0,1.0,1,2,1,1,1,0,0,1,0,0,2,1,1,0,2,1.0,1.0,0.0,1
201411280TOR,2015,TOR,DAL,11,11,DeMar DeRozan,Greivis Vasquez,Jonas Valanciunas,Lou Williams,Patrick Patterson,Al-Farouq Aminu,Brandan Wright,Dirk Nowitzki,J.J. Barea,Jae Crowder,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,1,0,1,1,1,0,0,1,1,0,0,3,0.5,0.0,1.0,-1
201411280TOR,2015,TOR,DAL,12,14,Chuck Hayes,Greivis Vasquez,James Johnson,Lou Williams,Patrick Patterson,Al-Farouq Aminu,Brandan Wright,Dirk Nowitzki,J.J. Barea,Jae Crowder,5,0,2,4,1,1,1,0,1,0,4,3,1,1,5,0.4,0.25,1.0,6,0,3,4,2,2,1,3,0,0,2,2,0,0,7,0.5,0.5,0.5,-1
201411280TOR,2015,TOR,DAL,15,16,Chuck Hayes,Greivis Vasquez,James Johnson,Lou Williams,Patrick Patterson,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,4,3,2,3,1,1,1,2,1,0,5,2,3,2,5,0.5,0.3333333333333333,1.0,4,0,1,4,1,0,0,0,0,0,2,1,1,2,2,0.25,0.25,0.0,1
201411280TOR,2015,TOR,DAL,17,18,Greivis Vasquez,James Johnson,Jonas Valanciunas,Lou Williams,Patrick Patterson,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,4,0,3,1,1,3,2,2,0,0,3,2,1,0,8,0.75,1.0,0.6666666666666666,-1
201411280TOR,2015,TOR,DAL,19,20,Amir Johnson,DeMar DeRozan,Greivis Vasquez,Jonas Valanciunas,Kyle Lowry,Al-Farouq Aminu,Chandler Parsons,Devin Harris,J.J. Barea,Tyson Chandler,5,0,2,4,1,1,1,0,1,0,3,2,1,0,5,0.4,0.25,1.0,4,2,2,4,2,0,0,1,0,0,3,2,1,0,4,0.5,0.5,0.0,1
201411280TOR,2015,TOR,DAL,21,21,Amir Johnson,DeMar DeRozan,Kyle Lowry,Lou Williams,Terrence Ross,Chandler Parsons,Dirk Nowitzki,J.J. Barea,Monta Ellis,Tyson Chandler,4,0,0,3,0,1,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,3,2,1,2,0,0.0,0.0,0.0,-1
201411280TOR,2015,TOR,DAL,22,23,Amir Johnson,DeMar DeRozan,Kyle Lowry,Lou Williams,Patrick Patterson,Brandan Wright,Chandler Parsons,Dirk Nowitzki,J.J. Barea,Monta Ellis,5,2,2,4,2,1,0,0,1,0,6,3,3,0,4,0.4,0.5,0.0,5,1,0,4,0,1,0,0,1,0,3,0,3,0,0,0.0,0.0,0.0,1
201411280TOR,2015,TOR,DAL,24,24,Amir Johnson,DeMar DeRozan,Kyle Lowry,Lou Williams,Patrick Patterson,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,1,1,1,0,0,0,0,1,1,0,0,2,0.5,1.0,0.0,-1
201411280TOR,2015,TOR,DAL,25,28,Amir Johnson,DeMar DeRozan,Jonas Valanciunas,Kyle Lowry,Terrence Ross,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,7,0,3,5,3,2,0,2,0,0,3,2,1,2,6,0.42857142857142855,0.6,0.0,6,0,4,4,4,2,0,4,0,0,3,3,0,1,8,0.6666666666666666,1.0,0.0,-1
201411280TOR,2015,TOR,DAL,29,30,Amir Johnson,Kyle Lowry,Lou Williams,Patrick Patterson,Terrence Ross,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,3,0,1,0,0,3,1,0,0,0,2,2,0,1,3,0.3333333333333333,0.0,0.3333333333333333,5,0,3,4,3,1,0,2,0,0,2,2,0,0,6,0.6,0.75,0.0,-1
201411280TOR,2015,TOR,DAL,31,31,Amir Johnson,Kyle Lowry,Lou Williams,Patrick Patterson,Terrence Ross,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,3,0,0,2,0,1,0,0,0,0,2,0,2,1,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,-1
201411280TOR,2015,TOR,DAL,32,33,Jonas Valanciunas,Kyle Lowry,Lou Williams,Patrick Patterson,Terrence Ross,Al-Farouq Aminu,Chandler Parsons,J.J. Barea,Monta Ellis,Tyson Chandler,4,0,3,3,3,1,0,1,0,0,4,3,1,0,6,0.75,1.0,0.0,4,0,1,1,0,3,1,1,0,0,0,0,0,0,3,0.25,0.0,0.3333333333333333,1
201411280TOR,2015,TOR,DAL,34,34,James Johnson,Jonas Valanciunas,Kyle Lowry,Lou Williams,Patrick Patterson,Al-Farouq Aminu,Brandan Wright,Dirk Nowitzki,J.J. Barea,Monta Ellis,1,2,1,1,1,0,0,0,0,0,2,2,0,0,2,1.0,1.0,0.0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201411280TOR,2015,TOR,DAL,35,35,Greivis Vasquez,James Johnson,Jonas Valanciunas,Lou Williams,Patrick Patterson,Al-Farouq Aminu,Brandan Wright,Dirk Nowitzki,J.J. Barea,Monta Ellis,2,2,0,0,0,2,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201411280TOR,2015,TOR,DAL,36,36,Greivis Vasquez,James Johnson,Jonas Valanciunas,Lou Williams,Patrick Patterson,Al-Farouq Aminu,Dirk Nowitzki,J.J. Barea,Monta Ellis,Tyson Chandler,1,0,0,1,0,0,0,0,1,0,1,1,0,2,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,-1
201411280TOR,2015,TOR,DAL,37,38,Greivis Vasquez,James Johnson,Jonas Valanciunas,Lou Williams,Patrick Patterson,Al-Farouq Aminu,Brandan Wright,Devin Harris,Dirk Nowitzki,J.J. Barea,4,0,2,3,1,1,1,2,0,0,1,1,0,0,5,0.5,0.3333333333333333,1.0,4,0,3,4,3,0,0,3,0,0,2,2,0,0,6,0.75,0.75,0.0,-1
201411280TOR,2015,TOR,DAL,39,39,Amir Johnson,Greivis Vasquez,James Johnson,Jonas Valanciunas,Lou Williams,Al-Farouq Aminu,Brandan Wright,Devin Harris,Dirk Nowitzki,J.J. Barea,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201411280TOR,2015,TOR,DAL,40,41,Amir Johnson,Greivis Vasquez,James Johnson,Jonas Valanciunas,Terrence Ross,Al-Farouq Aminu,Chandler Parsons,Devin Harris,J.J. Barea,Tyson Chandler,3,0,3,1,1,2,2,2,0,0,1,1,0,1,8,1.0,1.0,1.0,4,2,2,2,1,2,1,1,0,0,1,0,1,0,5,0.5,0.5,0.5,1
201411280TOR,2015,TOR,DAL,42,43,Amir Johnson,Greivis Vasquez,James Johnson,Kyle Lowry,Terrence Ross,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,3,2,1,3,1,0,0,0,0,0,3,1,2,1,2,0.3333333333333333,0.3333333333333333,0.0,3,2,2,3,2,0,0,0,0,0,1,0,1,0,4,0.6666666666666666,0.6666666666666666,0.0,-1
201411280TOR,2015,TOR,DAL,44,47,Amir Johnson,Greivis Vasquez,Kyle Lowry,Lou Williams,Patrick Patterson,Chandler Parsons,Devin Harris,Dirk Nowitzki,Monta Ellis,Tyson Chandler,13,0,8,5,5,8,3,2,0,0,9,6,3,2,19,0.6153846153846154,1.0,0.375,8,8,3,4,1,4,2,1,0,0,2,2,0,0,8,0.375,0.25,0.5,1
201411290PHI,2015,PHI,DAL,0,5,Henry Sims,Hollis Thompson,Luc Mbah a Moute,Michael Carter-Williams,Nerlens Noel,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,6,0,3,4,2,2,1,1,0,0,8,6,2,3,7,0.5,0.5,0.5,11,2,4,8,3,3,1,3,0,0,4,3,1,0,9,0.36363636363636365,0.375,0.3333333333333333,-1
201411290PHI,2015,PHI,DAL,6,6,Alexey Shved,Henry Sims,Hollis Thompson,K.J. McDaniels,Nerlens Noel,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,3,0,1,2,1,1,0,1,0,0,2,1,1,0,2,0.3333333333333333,0.5,0.0,-1
201411290PHI,2015,PHI,DAL,7,7,Alexey Shved,Henry Sims,Hollis Thompson,K.J. McDaniels,Nerlens Noel,Brandan Wright,Chandler Parsons,J.J. Barea,Monta Ellis,Richard Jefferson,3,0,0,2,0,1,0,0,0,0,3,1,2,1,0,0.0,0.0,0.0,3,1,2,2,2,1,0,2,0,0,2,1,1,0,4,0.6666666666666666,1.0,0.0,-1
201411290PHI,2015,PHI,DAL,8,8,Alexey Shved,Brandon Davies,Hollis Thompson,K.J. McDaniels,Nerlens Noel,Brandan Wright,Chandler Parsons,J.J. Barea,Monta Ellis,Richard Jefferson,2,0,2,2,2,0,0,0,0,0,0,0,0,0,4,1.0,1.0,0.0,2,0,2,1,1,1,1,1,0,0,0,0,0,0,5,1.0,1.0,1.0,-1
201411290PHI,2015,PHI,DAL,9,9,Alexey Shved,Brandon Davies,K.J. McDaniels,Michael Carter-Williams,Nerlens Noel,Brandan Wright,Charlie Villanueva,J.J. Barea,Monta Ellis,Richard Jefferson,2,0,1,2,1,0,0,0,0,0,2,1,1,0,2,0.5,0.5,0.0,2,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0.5,0.0,0.5,-1
201411290PHI,2015,PHI,DAL,10,10,Alexey Shved,Brandon Davies,Jerami Grant,K.J. McDaniels,Michael Carter-Williams,Brandan Wright,Charlie Villanueva,J.J. Barea,Monta Ellis,Richard Jefferson,2,0,1,1,0,1,1,0,1,0,2,2,0,0,3,0.5,0.0,1.0,1,2,0,1,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,1
201411290PHI,2015,PHI,DAL,11,12,Brandon Davies,Jerami Grant,K.J. McDaniels,Luc Mbah a Moute,Michael Carter-Williams,Brandan Wright,Charlie Villanueva,J.J. Barea,Jae Crowder,Richard Jefferson,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,5,0,3,5,3,0,0,1,2,0,3,2,1,0,6,0.6,0.6,0.0,-1
201411290PHI,2015,PHI,DAL,13,13,Brandon Davies,Henry Sims,K.J. McDaniels,Luc Mbah a Moute,Michael Carter-Williams,Al-Farouq Aminu,Charlie Villanueva,Devin Harris,Jae Crowder,Tyson Chandler,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,1,0,1,1,1,0,0,0,0,0,1,3,0.5,0.0,1.0,-1
201411290PHI,2015,PHI,DAL,14,14,Brandon Davies,Henry Sims,Hollis Thompson,Luc Mbah a Moute,Michael Carter-Williams,Al-Farouq Aminu,Charlie Villanueva,Devin Harris,Jae Crowder,Tyson Chandler,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,-1
201411290PHI,2015,PHI,DAL,15,15,Henry Sims,Hollis Thompson,Luc Mbah a Moute,Michael Carter-Williams,Nerlens Noel,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Jae Crowder,Tyson Chandler,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,-1
201411290PHI,2015,PHI,DAL,16,18,Henry Sims,Hollis Thompson,Luc Mbah a Moute,Michael Carter-Williams,Nerlens Noel,Brandan Wright,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,4,0,2,3,2,1,0,1,0,0,2,1,1,1,4,0.5,0.6666666666666666,0.0,5,3,4,5,4,0,0,4,0,0,5,3,2,0,8,0.8,0.8,0.0,-1
201411290PHI,2015,PHI,DAL,19,19,Alexey Shved,Henry Sims,Hollis Thompson,K.J. McDaniels,Nerlens Noel,Brandan Wright,Chandler Parsons,J.J. Barea,Monta Ellis,Richard Jefferson,1,3,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
201411290PHI,2015,PHI,DAL,20,20,Alexey Shved,Brandon Davies,K.J. McDaniels,Nerlens Noel,Robert Covington,Brandan Wright,Chandler Parsons,J.J. Barea,Monta Ellis,Richard Jefferson,1,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1.0,0.0,1.0,4,1,1,3,1,1,0,1,1,0,2,0,2,0,2,0.25,0.3333333333333333,0.0,1
201411290PHI,2015,PHI,DAL,21,21,Alexey Shved,Brandon Davies,K.J. McDaniels,Nerlens Noel,Robert Covington,Al-Farouq Aminu,Chandler Parsons,J.J. Barea,Monta Ellis,Tyson Chandler,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,2,1,1,0,0,1,1,0,1,3,0.5,0.0,0.5,-1
201411290PHI,2015,PHI,DAL,22,22,Alexey Shved,Brandon Davies,K.J. McDaniels,Nerlens Noel,Robert Covington,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,3,0,1,2,1,1,0,0,0,0,1,0,1,0,2,0.3333333333333333,0.5,0.0,-1
201411290PHI,2015,PHI,DAL,23,24,Alexey Shved,K.J. McDaniels,Michael Carter-Williams,Nerlens Noel,Robert Covington,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,3,0,2,3,2,0,0,0,0,0,0,0,0,0,4,0.6666666666666666,0.6666666666666666,0.0,3,4,2,2,2,1,0,2,0,0,4,3,1,0,4,0.6666666666666666,1.0,0.0,-1
201411290PHI,2015,PHI,DAL,25,27,Henry Sims,Hollis Thompson,Luc Mbah a Moute,Michael Carter-Williams,Nerlens Noel,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,2,0,2,1,1,1,1,0,0,0,3,3,0,2,5,1.0,1.0,1.0,8,0,2,5,2,3,0,2,0,0,3,1,2,1,4,0.25,0.4,0.0,1
201411290PHI,2015,PHI,DAL,28,29,Hollis Thompson,K.J. McDaniels,Michael Carter-Williams,Nerlens Noel,Robert Covington,Al-Farouq Aminu,Chandler Parsons,Devin Harris,Monta Ellis,Tyson Chandler,5,0,2,2,2,3,0,0,0,0,2,2,0,0,4,0.4,1.0,0.0,4,6,1,3,1,1,0,1,0,0,6,3,3,0,2,0.25,0.3333333333333333,0.0,1
201411290PHI,2015,PHI,DAL,30,30,Hollis Thompson,K.J. McDaniels,Michael Carter-Williams,Nerlens Noel,Robert Covington,Chandler Parsons,Devin Harris,Monta Ellis,Richard Jefferson,Tyson Chandler,1,2,1,0,0,1,1,1,0,0,0,0,0,0,3,1.0,0.0,1.0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1
201411290PHI,2015,PHI,DAL,31,31,Alexey Shved,K.J. McDaniels,Michael Carter-Williams,Nerlens Noel,Robert Covington,Brandan Wright,Chandler Parsons,J.J. Barea,Monta Ellis,Richard Jefferson,8,0,3,8,3,0,0,0,0,0,6,0,6,0,6,0.375,0.375,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1.0,1.0,0.0,1
