game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
201410290SAC,2015,SAC,GSW,0,6,Ben McLemore,Darren Collison,DeMarcus Cousins,Jason Thompson,Rudy Gay,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,14,4,5,14,5,0,0,3,2,0,13,8,5,4,10,0.35714285714285715,0.35714285714285715,0.0,12,3,5,8,4,4,1,4,1,0,6,6,0,3,11,0.4166666666666667,0.5,0.25,-1
201410290SAC,2015,SAC,GSW,7,7,Ben McLemore,Darren Collison,DeMarcus Cousins,Jason Thompson,Rudy Gay,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry,3,0,1,2,1,1,0,0,0,0,2,1,1,0,2,0.3333333333333333,0.5,0.0,2,0,1,1,1,1,0,0,0,0,1,1,0,1,2,0.5,1.0,0.0,-1
201410290SAC,2015,SAC,GSW,8,8,Carl Landry,Darren Collison,DeMarcus Cousins,Nik Stauskas,Rudy Gay,Andre Iguodala,Festus Ezeli,Klay Thompson,Marreese Speights,Stephen Curry,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201410290SAC,2015,SAC,GSW,9,9,Carl Landry,Darren Collison,DeMarcus Cousins,Derrick Williams,Nik Stauskas,Andre Iguodala,Festus Ezeli,Klay Thompson,Marreese Speights,Stephen Curry,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,10,10,Carl Landry,Derrick Williams,Nik Stauskas,Ramon Sessions,Reggie Evans,Andre Iguodala,Festus Ezeli,Klay Thompson,Marreese Speights,Stephen Curry,3,2,0,3,0,0,0,0,1,0,2,0,2,0,0,0.0,0.0,0.0,2,0,2,2,2,0,0,1,0,0,1,1,0,0,4,1.0,1.0,0.0,-1
201410290SAC,2015,SAC,GSW,11,11,Carl Landry,Derrick Williams,Nik Stauskas,Ramon Sessions,Reggie Evans,Andre Iguodala,Festus Ezeli,Klay Thompson,Leandro Barbosa,Marreese Speights,3,0,2,2,1,1,1,1,1,0,2,1,1,0,5,0.6666666666666666,0.5,1.0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0.5,1.0,0.0,1
201410290SAC,2015,SAC,GSW,12,12,Carl Landry,Derrick Williams,Nik Stauskas,Ramon Sessions,Reggie Evans,Andre Iguodala,Justin Holiday,Leandro Barbosa,Marreese Speights,Ognjen Kuzmic,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,13,15,Carl Landry,Derrick Williams,Nik Stauskas,Ramon Sessions,Reggie Evans,Andre Iguodala,Andrew Bogut,Justin Holiday,Leandro Barbosa,Marreese Speights,8,2,3,6,3,2,0,1,1,0,6,1,5,2,6,0.375,0.5,0.0,3,0,2,2,2,1,0,2,0,0,0,0,0,1,4,0.6666666666666666,1.0,0.0,1
201410290SAC,2015,SAC,GSW,16,16,Carl Landry,Derrick Williams,Nik Stauskas,Ramon Sessions,Reggie Evans,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,17,17,DeMarcus Cousins,Jason Thompson,Nik Stauskas,Ramon Sessions,Rudy Gay,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,2,1,1,2,1,0,0,0,0,0,1,0,1,0,2,0.5,0.5,0.0,-1
201410290SAC,2015,SAC,GSW,18,18,Ben McLemore,Darren Collison,DeMarcus Cousins,Jason Thompson,Rudy Gay,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,2,2,0,1,0,1,0,0,0,0,3,2,1,0,0,0.0,0.0,0.0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,19,19,Ben McLemore,Darren Collison,DeMarcus Cousins,Jason Thompson,Rudy Gay,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry,2,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,0,0,3,2,1,1,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,20,22,Ben McLemore,Carl Landry,Darren Collison,DeMarcus Cousins,Rudy Gay,Draymond Green,Harrison Barnes,Klay Thompson,Ognjen Kuzmic,Stephen Curry,4,9,2,3,1,1,1,1,0,0,4,3,1,0,5,0.5,0.3333333333333333,1.0,7,2,2,6,2,1,0,1,0,0,5,3,2,2,4,0.2857142857142857,0.3333333333333333,0.0,1
201410290SAC,2015,SAC,GSW,23,23,Carl Landry,Darren Collison,DeMarcus Cousins,Nik Stauskas,Rudy Gay,Draymond Green,Harrison Barnes,Klay Thompson,Marreese Speights,Stephen Curry,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2,2,1,2,1,0,0,0,0,0,2,1,1,1,2,0.5,0.5,0.0,-1
201410290SAC,2015,SAC,GSW,24,24,Carl Landry,Darren Collison,DeMarcus Cousins,Derrick Williams,Nik Stauskas,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Marreese Speights,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0.5,1.0,0.0,-1
201410290SAC,2015,SAC,GSW,25,25,Ben McLemore,Darren Collison,DeMarcus Cousins,Jason Thompson,Rudy Gay,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,2,0,0,2,0,0,0,0,0,0,3,1,2,1,0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,26,27,Ben McLemore,Darren Collison,DeMarcus Cousins,Jason Thompson,Rudy Gay,Draymond Green,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry,1,4,1,1,1,0,0,1,0,0,2,1,1,1,2,1.0,1.0,0.0,3,2,0,0,0,3,0,0,0,0,5,2,3,1,0,0.0,0.0,0.0,1
201410290SAC,2015,SAC,GSW,28,28,Ben McLemore,Darren Collison,DeMarcus Cousins,Jason Thompson,Rudy Gay,Draymond Green,Harrison Barnes,Klay Thompson,Ognjen Kuzmic,Stephen Curry,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,0,0,4,2,2,1,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,29,29,Carl Landry,Darren Collison,Jason Thompson,Nik Stauskas,Rudy Gay,Andre Iguodala,Draymond Green,Klay Thompson,Ognjen Kuzmic,Stephen Curry,2,0,1,1,1,1,0,1,0,0,0,0,0,1,2,0.5,1.0,0.0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,1
201410290SAC,2015,SAC,GSW,30,31,Carl Landry,Darren Collison,Jason Thompson,Nik Stauskas,Rudy Gay,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,4,2,1,2,1,2,0,0,1,0,3,2,1,0,2,0.25,0.5,0.0,5,0,3,4,2,1,1,1,1,0,4,4,0,1,7,0.6,0.5,1.0,-1
201410290SAC,2015,SAC,GSW,32,32,Carl Landry,Darren Collison,Derrick Williams,Nik Stauskas,Rudy Gay,Andre Iguodala,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,2,2,2,2,2,0,0,2,0,0,2,1,1,0,4,1.0,1.0,0.0,-1
201410290SAC,2015,SAC,GSW,33,33,Carl Landry,Derrick Williams,Nik Stauskas,Ramon Sessions,Rudy Gay,Andre Iguodala,Draymond Green,Harrison Barnes,Leandro Barbosa,Stephen Curry,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1,4,0,1,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,34,34,Ben McLemore,Darren Collison,DeMarcus Cousins,Nik Stauskas,Omri Casspi,Andre Iguodala,Draymond Green,Harrison Barnes,Leandro Barbosa,Stephen Curry,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,2,2,2,1,1,1,1,2,0,0,0,0,0,0,5,1.0,1.0,1.0,-1
201410290SAC,2015,SAC,GSW,35,36,Ben McLemore,Darren Collison,DeMarcus Cousins,Nik Stauskas,Omri Casspi,Andre Iguodala,Draymond Green,Leandro Barbosa,Marreese Speights,Stephen Curry,5,2,2,3,1,2,1,2,1,0,2,1,1,0,5,0.4,0.3333333333333333,0.5,2,0,1,1,1,1,0,1,0,0,2,2,0,2,2,0.5,1.0,0.0,1
201410290SAC,2015,SAC,GSW,37,37,Ben McLemore,Darren Collison,DeMarcus Cousins,Nik Stauskas,Omri Casspi,Andre Iguodala,Harrison Barnes,Leandro Barbosa,Marreese Speights,Shaun Livingston,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,38,38,Darren Collison,DeMarcus Cousins,Nik Stauskas,Omri Casspi,Rudy Gay,Andre Iguodala,Harrison Barnes,Leandro Barbosa,Marreese Speights,Shaun Livingston,3,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,-1
201410290SAC,2015,SAC,GSW,39,39,Darren Collison,Jason Thompson,Nik Stauskas,Omri Casspi,Rudy Gay,Harrison Barnes,Klay Thompson,Leandro Barbosa,Marreese Speights,Shaun Livingston,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3,1,1,2,1,1,0,0,0,0,2,1,1,0,2,0.3333333333333333,0.5,0.0,-1
201410290SAC,2015,SAC,GSW,40,42,Darren Collison,Jason Thompson,Nik Stauskas,Omri Casspi,Rudy Gay,Andre Iguodala,Harrison Barnes,Klay Thompson,Marreese Speights,Stephen Curry,5,0,2,4,2,1,0,0,0,0,2,2,0,1,4,0.4,0.5,0.0,4,0,2,3,2,1,0,1,0,0,3,3,0,2,4,0.5,0.6666666666666666,0.0,-1
201410290SAC,2015,SAC,GSW,43,44,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Rudy Gay,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Leandro Barbosa,2,2,1,1,1,1,0,1,0,0,1,0,1,1,2,0.5,1.0,0.0,3,0,3,2,2,1,1,1,0,0,0,0,0,0,7,1.0,1.0,1.0,-1
201410290SAC,2015,SAC,GSW,45,46,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Rudy Gay,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,2,0,2,2,2,0,0,1,0,0,3,3,0,3,4,1.0,1.0,0.0,5,0,2,0,0,5,2,2,1,0,0,0,0,0,6,0.4,0.0,0.4,-1
201411010GSW,2015,GSW,LAL,0,5,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,Carlos Boozer,Jeremy Lin,Jordan Hill,Kobe Bryant,Wesley Johnson,10,0,5,8,4,2,1,4,1,0,5,4,1,3,11,0.5,0.5,0.5,12,3,6,10,5,2,1,5,1,0,6,4,2,1,13,0.5,0.5,0.5,-1
201411010GSW,2015,GSW,LAL,6,7,Andrew Bogut,Draymond Green,Harrison Barnes,Leandro Barbosa,Stephen Curry,Carlos Boozer,Jeremy Lin,Jordan Hill,Kobe Bryant,Wesley Johnson,4,2,2,3,1,1,1,1,0,0,2,1,1,0,5,0.5,0.3333333333333333,1.0,5,0,3,5,3,0,0,1,0,0,2,1,1,0,6,0.6,0.6,0.0,-1
201411010GSW,2015,GSW,LAL,8,9,Andre Iguodala,Draymond Green,Festus Ezeli,Leandro Barbosa,Stephen Curry,Ed Davis,Jordan Hill,Kobe Bryant,Ronnie Price,Wesley Johnson,5,0,4,4,3,1,1,2,0,0,1,0,1,1,9,0.8,0.75,1.0,2,0,2,2,2,0,0,2,0,0,0,0,0,2,4,1.0,1.0,0.0,1
201411010GSW,2015,GSW,LAL,10,11,Andre Iguodala,Draymond Green,Festus Ezeli,Leandro Barbosa,Stephen Curry,Ed Davis,Jordan Hill,Ronnie Price,Wayne Ellington,Wesley Johnson,5,0,1,4,1,1,0,1,1,0,2,0,2,0,2,0.2,0.25,0.0,5,1,4,5,4,0,0,1,0,0,3,2,1,0,8,0.8,0.8,0.0,-1
201411010GSW,2015,GSW,LAL,12,12,Andre Iguodala,Festus Ezeli,Leandro Barbosa,Marreese Speights,Shaun Livingston,Ed Davis,Jordan Hill,Ronnie Price,Wayne Ellington,Wesley Johnson,2,0,1,1,1,1,0,0,0,0,1,0,1,0,2,0.5,1.0,0.0,2,0,1,2,1,0,0,0,0,0,1,0,1,0,2,0.5,0.5,0.0,-1
201411010GSW,2015,GSW,LAL,13,16,Andre Iguodala,Andrew Bogut,Klay Thompson,Marreese Speights,Shaun Livingston,Ed Davis,Robert Sacre,Ronnie Price,Wayne Ellington,Xavier Henry,6,1,3,4,2,2,1,2,0,0,3,2,1,3,7,0.5,0.5,0.5,6,2,3,5,3,1,0,2,0,0,5,2,3,3,6,0.5,0.6,0.0,1
201411010GSW,2015,GSW,LAL,17,17,Andre Iguodala,Andrew Bogut,Harrison Barnes,Klay Thompson,Stephen Curry,Carlos Boozer,Kobe Bryant,Robert Sacre,Ronnie Price,Xavier Henry,3,5,0,3,0,0,0,0,1,0,5,3,2,0,0,0.0,0.0,0.0,3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201411010GSW,2015,GSW,LAL,18,19,Andre Iguodala,Andrew Bogut,Harrison Barnes,Klay Thompson,Stephen Curry,Carlos Boozer,Jeremy Lin,Jordan Hill,Kobe Bryant,Xavier Henry,2,3,2,1,1,1,1,2,0,0,2,2,0,1,5,1.0,1.0,1.0,4,0,1,2,1,2,0,0,0,0,1,0,1,1,2,0.25,0.5,0.0,1
201411010GSW,2015,GSW,LAL,20,21,Andre Iguodala,Andrew Bogut,Harrison Barnes,Klay Thompson,Stephen Curry,Jeremy Lin,Jordan Hill,Kobe Bryant,Wesley Johnson,Xavier Henry,2,0,2,2,2,0,0,2,0,0,2,2,0,3,4,1.0,1.0,0.0,5,0,1,5,1,0,0,1,1,0,2,0,2,2,2,0.2,0.2,0.0,1
201411010GSW,2015,GSW,LAL,22,22,Andre Iguodala,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry,Jeremy Lin,Jordan Hill,Kobe Bryant,Wayne Ellington,Wesley Johnson,2,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0.5,0.5,0.0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201411010GSW,2015,GSW,LAL,23,23,Andre Iguodala,Festus Ezeli,Klay Thompson,Shaun Livingston,Stephen Curry,Ed Davis,Jeremy Lin,Kobe Bryant,Wayne Ellington,Wesley Johnson,2,2,1,2,1,0,0,1,0,0,3,1,2,0,2,0.5,0.5,0.0,1,5,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,-1
201411010GSW,2015,GSW,LAL,24,24,Andre Iguodala,Festus Ezeli,Harrison Barnes,Leandro Barbosa,Shaun Livingston,Ed Davis,Jeremy Lin,Kobe Bryant,Wayne Ellington,Wesley Johnson,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201411010GSW,2015,GSW,LAL,25,30,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,Carlos Boozer,Jeremy Lin,Jordan Hill,Kobe Bryant,Wesley Johnson,12,0,8,7,6,5,2,4,0,0,5,4,1,1,18,0.6666666666666666,0.8571428571428571,0.4,12,1,7,9,5,3,2,4,0,0,5,3,2,1,16,0.5833333333333334,0.5555555555555556,0.6666666666666666,1
201411010GSW,2015,GSW,LAL,31,31,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,Carlos Boozer,Jeremy Lin,Jordan Hill,Kobe Bryant,Wesley Johnson,1,3,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201411010GSW,2015,GSW,LAL,32,32,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,Ed Davis,Jordan Hill,Kobe Bryant,Ronnie Price,Wesley Johnson,2,0,1,1,1,1,0,1,0,0,1,0,1,0,2,0.5,1.0,0.0,2,0,1,1,1,1,0,1,0,0,2,1,1,0,2,0.5,1.0,0.0,-1
201411010GSW,2015,GSW,LAL,33,33,Andre Iguodala,Festus Ezeli,Harrison Barnes,Klay Thompson,Stephen Curry,Ed Davis,Jordan Hill,Kobe Bryant,Ronnie Price,Wesley Johnson,2,0,2,0,0,2,2,2,0,0,1,1,0,0,6,1.0,0.0,1.0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0.5,1.0,0.0,1
201411010GSW,2015,GSW,LAL,34,34,Andre Iguodala,Festus Ezeli,Harrison Barnes,Klay Thompson,Leandro Barbosa,Ed Davis,Jordan Hill,Kobe Bryant,Ronnie Price,Wesley Johnson,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3,0,2,3,2,0,0,0,0,0,2,1,1,0,4,0.6666666666666666,0.6666666666666666,0.0,-1
201411010GSW,2015,GSW,LAL,35,36,Andre Iguodala,Festus Ezeli,Harrison Barnes,Klay Thompson,Leandro Barbosa,Ed Davis,Kobe Bryant,Ronnie Price,Wayne Ellington,Wesley Johnson,3,0,2,3,2,0,0,0,0,0,2,2,0,0,4,0.6666666666666666,0.6666666666666666,0.0,2,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201411010GSW,2015,GSW,LAL,37,37,Andre Iguodala,Festus Ezeli,Harrison Barnes,Klay Thompson,Leandro Barbosa,Ed Davis,Jeremy Lin,Jordan Clarkson,Ronnie Price,Wayne Ellington,2,0,1,2,1,0,0,1,0,0,0,0,0,1,2,0.5,0.5,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,2,2,1.0,1.0,0.0,-1
201411010GSW,2015,GSW,LAL,38,39,Andre Iguodala,Draymond Green,Harrison Barnes,Leandro Barbosa,Shaun Livingston,Ed Davis,Jeremy Lin,Jordan Clarkson,Ronnie Price,Wayne Ellington,2,0,1,2,1,0,0,1,0,0,1,1,0,1,2,0.5,0.5,0.0,2,2,0,1,0,1,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,1
201411010GSW,2015,GSW,LAL,40,40,Andre Iguodala,Draymond Green,Harrison Barnes,Leandro Barbosa,Shaun Livingston,Jeremy Lin,Jordan Hill,Kobe Bryant,Ronnie Price,Wayne Ellington,2,0,2,2,2,0,0,0,0,0,1,1,0,1,4,1.0,1.0,0.0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0.5,0.5,0.0,1
201411010GSW,2015,GSW,LAL,41,41,Andre Iguodala,Andrew Bogut,Draymond Green,Leandro Barbosa,Stephen Curry,Carlos Boozer,Jeremy Lin,Jordan Hill,Kobe Bryant,Ronnie Price,3,0,1,0,0,3,1,1,0,0,1,1,0,0,3,0.3333333333333333,0.0,0.3333333333333333,1,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,1
201411010GSW,2015,GSW,LAL,42,42,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,Carlos Boozer,Jeremy Lin,Jordan Hill,Kobe Bryant,Ronnie Price,1,2,1,1,1,0,0,1,0,0,2,2,0,0,2,1.0,1.0,0.0,2,2,0,2,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1
201411010GSW,2015,GSW,LAL,43,46,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,Carlos Boozer,Jeremy Lin,Jordan Hill,Kobe Bryant,Wesley Johnson,8,6,4,6,3,2,1,2,0,0,6,3,3,2,9,0.5,0.5,0.5,7,3,3,6,2,1,1,1,1,0,4,2,2,3,7,0.42857142857142855,0.3333333333333333,1.0,1
201411010GSW,2015,GSW,LAL,47,47,Draymond Green,Harrison Barnes,Justin Holiday,Leandro Barbosa,Shaun Livingston,Ed Davis,Jordan Clarkson,Robert Sacre,Ronnie Price,Wayne Ellington,0,4,0,0,0,0,0,0,0,0,3,2,1,1,0,0.0,0.0,0.0,3,0,0,3,0,0,0,0,1,0,1,0,1,2,0,0.0,0.0,0.0,-1
201411020POR,2015,POR,GSW,0,7,Damian Lillard,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Wesley Matthews,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,19,6,4,14,3,5,1,2,4,0,12,6,6,2,9,0.21052631578947367,0.21428571428571427,0.2,16,3,9,12,6,4,3,5,0,0,11,10,1,2,21,0.5625,0.5,0.75,-1
201411020POR,2015,POR,GSW,8,8,Chris Kaman,Damian Lillard,LaMarcus Aldridge,Nicolas Batum,Steve Blake,Andrew Bogut,Harrison Barnes,Klay Thompson,Marreese Speights,Stephen Curry,2,2,1,2,1,0,0,1,0,0,2,2,0,0,2,0.5,0.5,0.0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201411020POR,2015,POR,GSW,9,9,Chris Kaman,Damian Lillard,LaMarcus Aldridge,Nicolas Batum,Steve Blake,Andre Iguodala,Andrew Bogut,Klay Thompson,Marreese Speights,Stephen Curry,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,0.5,1.0,0.0,-1
201411020POR,2015,POR,GSW,10,10,CJ McCollum,Chris Kaman,LaMarcus Aldridge,Steve Blake,Will Barton,Andre Iguodala,Festus Ezeli,Klay Thompson,Marreese Speights,Stephen Curry,2,0,1,1,1,1,0,1,0,0,1,1,0,1,2,0.5,1.0,0.0,2,0,1,2,1,0,0,0,1,0,0,0,0,0,2,0.5,0.5,0.0,-1
201411020POR,2015,POR,GSW,11,11,CJ McCollum,Chris Kaman,LaMarcus Aldridge,Steve Blake,Will Barton,Andre Iguodala,Festus Ezeli,Klay Thompson,Leandro Barbosa,Marreese Speights,3,0,1,1,1,2,0,1,0,0,2,1,1,0,2,0.3333333333333333,1.0,0.0,2,0,1,2,1,0,0,1,0,0,2,2,0,1,2,0.5,0.5,0.0,-1
201411020POR,2015,POR,GSW,12,12,CJ McCollum,Chris Kaman,Robin Lopez,Steve Blake,Will Barton,Andre Iguodala,Festus Ezeli,Leandro Barbosa,Marreese Speights,Shaun Livingston,2,0,1,2,1,0,0,0,1,0,1,0,1,0,2,0.5,0.5,0.0,2,0,2,2,2,0,0,2,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201411020POR,2015,POR,GSW,13,14,Damian Lillard,Robin Lopez,Steve Blake,Thomas Robinson,Will Barton,Andre Iguodala,Festus Ezeli,Leandro Barbosa,Marreese Speights,Shaun Livingston,4,0,2,4,2,0,0,2,1,0,2,2,0,0,4,0.5,0.5,0.0,5,0,2,4,2,1,0,1,0,0,3,2,1,0,4,0.4,0.5,0.0,-1
201411020POR,2015,POR,GSW,15,16,Damian Lillard,Robin Lopez,Thomas Robinson,Wesley Matthews,Will Barton,Andre Iguodala,Festus Ezeli,Harrison Barnes,Leandro Barbosa,Shaun Livingston,4,2,1,4,1,0,0,0,0,0,6,3,3,1,2,0.25,0.25,0.0,3,0,0,2,0,1,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,1
201411020POR,2015,POR,GSW,17,17,Chris Kaman,Damian Lillard,Thomas Robinson,Wesley Matthews,Will Barton,Andre Iguodala,Andrew Bogut,Harrison Barnes,Leandro Barbosa,Shaun Livingston,2,0,2,1,1,1,1,1,0,0,0,0,0,0,5,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1
201411020POR,2015,POR,GSW,18,20,Chris Kaman,Damian Lillard,Nicolas Batum,Thomas Robinson,Wesley Matthews,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,6,0,4,3,2,3,2,2,0,0,2,2,0,0,10,0.6666666666666666,0.6666666666666666,0.6666666666666666,7,4,4,5,3,2,1,2,1,0,4,2,2,0,9,0.5714285714285714,0.6,0.5,1
201411020POR,2015,POR,GSW,21,21,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Steve Blake,Wesley Matthews,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201411020POR,2015,POR,GSW,22,22,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Steve Blake,Wesley Matthews,Andrew Bogut,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,3,0,0,2,0,1,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,-1
201411020POR,2015,POR,GSW,23,23,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Steve Blake,Wesley Matthews,Festus Ezeli,Harrison Barnes,Leandro Barbosa,Marreese Speights,Stephen Curry,0,2,0,0,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,-1
201411020POR,2015,POR,GSW,24,24,Chris Kaman,Damian Lillard,LaMarcus Aldridge,Steve Blake,Wesley Matthews,Festus Ezeli,Harrison Barnes,Leandro Barbosa,Marreese Speights,Stephen Curry,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,1.0,1.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,1.0,1.0,0.0,-1
