game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
201401180HOU,2014,HOU,MIL,9,9,Donatas Motiejunas,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Brandon Knight,Giannis Antetokounmpo,John Henson,Larry Sanders,O.J. Mayo,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,-1
201401180HOU,2014,HOU,MIL,10,10,Donatas Motiejunas,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Brandon Knight,John Henson,Khris Middleton,Miroslav Raduljica,O.J. Mayo,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,3,1.0,0.0,1.0,-1
201401180HOU,2014,HOU,MIL,11,12,Aaron Brooks,Donatas Motiejunas,James Harden,Omri Casspi,Terrence Jones,John Henson,Khris Middleton,Luke Ridnour,Miroslav Raduljica,O.J. Mayo,3,0,2,2,2,1,0,1,0,0,1,1,0,0,4,0.6666666666666666,1.0,0.0,6,2,1,5,1,1,0,1,1,0,6,1,5,1,2,0.16666666666666666,0.2,0.0,1
201401180HOU,2014,HOU,MIL,13,13,Aaron Brooks,Chandler Parsons,Donatas Motiejunas,Omri Casspi,Terrence Jones,John Henson,Khris Middleton,Luke Ridnour,Miroslav Raduljica,O.J. Mayo,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,0.5,1.0,0.0,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,0.5,1.0,0.0,-1
201401180HOU,2014,HOU,MIL,14,17,Aaron Brooks,Chandler Parsons,Donatas Motiejunas,Omri Casspi,Terrence Jones,Caron Butler,John Henson,Khris Middleton,Luke Ridnour,O.J. Mayo,8,4,4,5,3,3,1,1,1,0,5,3,2,0,9,0.5,0.6,0.3333333333333333,7,0,4,7,4,0,0,3,0,0,2,2,0,1,8,0.5714285714285714,0.5714285714285714,0.0,1
201401180HOU,2014,HOU,MIL,18,18,Aaron Brooks,Chandler Parsons,Donatas Motiejunas,James Harden,Terrence Jones,Caron Butler,Ersan Ilyasova,Giannis Antetokounmpo,Larry Sanders,Luke Ridnour,1,5,1,1,1,0,0,1,0,0,3,1,2,0,2,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1
201401180HOU,2014,HOU,MIL,19,19,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Terrence Jones,Brandon Knight,Ersan Ilyasova,Giannis Antetokounmpo,Larry Sanders,Luke Ridnour,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2,0,2,1,1,1,1,2,0,0,1,1,0,1,5,1.0,1.0,1.0,-1
201401180HOU,2014,HOU,MIL,20,20,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Terrence Jones,Brandon Knight,Ersan Ilyasova,Giannis Antetokounmpo,Khris Middleton,Larry Sanders,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,1.0,1.0,0.0,1,2,1,1,1,0,0,0,0,0,1,0,1,0,2,1.0,1.0,0.0,-1
201401180HOU,2014,HOU,MIL,21,22,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Jeremy Lin,Brandon Knight,Ersan Ilyasova,Khris Middleton,Larry Sanders,O.J. Mayo,4,4,1,2,1,2,0,0,0,0,3,1,2,0,2,0.25,0.5,0.0,4,0,3,4,3,0,0,1,0,0,2,2,0,0,6,0.75,0.75,0.0,-1
201401180HOU,2014,HOU,MIL,23,23,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Jeremy Lin,Brandon Knight,Ersan Ilyasova,John Henson,Khris Middleton,O.J. Mayo,6,0,2,5,2,1,0,0,2,0,4,1,3,0,4,0.3333333333333333,0.4,0.0,2,2,1,1,1,1,0,1,0,0,2,2,0,1,2,0.5,1.0,0.0,1
201401180HOU,2014,HOU,MIL,24,25,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Terrence Jones,Brandon Knight,Ersan Ilyasova,John Henson,Khris Middleton,O.J. Mayo,2,1,1,2,1,0,0,0,0,0,2,2,0,2,2,0.5,0.5,0.0,3,0,1,2,0,1,1,1,1,0,1,1,0,1,3,0.3333333333333333,0.0,1.0,-1
201401180HOU,2014,HOU,MIL,26,28,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Terrence Jones,Brandon Knight,Ersan Ilyasova,Giannis Antetokounmpo,Larry Sanders,Luke Ridnour,7,0,4,5,4,2,0,2,0,0,3,2,1,1,8,0.5714285714285714,0.8,0.0,4,0,2,1,1,3,1,1,0,0,2,2,0,2,5,0.5,1.0,0.3333333333333333,1
201401180HOU,2014,HOU,MIL,29,30,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Terrence Jones,Brandon Knight,Ersan Ilyasova,Khris Middleton,Larry Sanders,Luke Ridnour,3,0,1,2,1,1,0,0,0,0,1,1,0,0,2,0.3333333333333333,0.5,0.0,4,0,3,0,0,4,3,1,0,0,2,2,0,0,9,0.75,0.0,0.75,-1
201401180HOU,2014,HOU,MIL,31,31,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Terrence Jones,Brandon Knight,Ersan Ilyasova,John Henson,Khris Middleton,Luke Ridnour,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,3,0,1,3,1,0,0,0,0,0,2,0,2,0,2,0.3333333333333333,0.3333333333333333,0.0,-1
201401180HOU,2014,HOU,MIL,32,33,Aaron Brooks,Dwight Howard,James Harden,Omri Casspi,Terrence Jones,Brandon Knight,Ersan Ilyasova,John Henson,Khris Middleton,Luke Ridnour,5,2,3,3,2,2,1,2,0,0,2,0,2,0,7,0.6,0.6666666666666666,0.5,2,0,1,1,1,1,0,0,0,0,0,0,0,2,2,0.5,1.0,0.0,1
201401180HOU,2014,HOU,MIL,34,36,Aaron Brooks,Donatas Motiejunas,Dwight Howard,James Harden,Omri Casspi,Brandon Knight,John Henson,Khris Middleton,Miroslav Raduljica,O.J. Mayo,6,2,2,4,2,2,0,2,0,0,3,1,2,0,4,0.3333333333333333,0.5,0.0,3,1,3,3,3,0,0,1,0,0,4,4,0,3,6,1.0,1.0,0.0,-1
201401180HOU,2014,HOU,MIL,37,38,Aaron Brooks,Chandler Parsons,Donatas Motiejunas,Omri Casspi,Terrence Jones,John Henson,Khris Middleton,Luke Ridnour,Miroslav Raduljica,O.J. Mayo,3,0,3,2,2,1,1,1,0,0,3,3,0,0,7,1.0,1.0,1.0,4,0,1,3,0,1,1,0,0,0,0,0,0,0,3,0.25,0.0,1.0,1
201401180HOU,2014,HOU,MIL,39,41,Aaron Brooks,Chandler Parsons,Donatas Motiejunas,Omri Casspi,Terrence Jones,John Henson,Khris Middleton,Larry Sanders,Luke Ridnour,O.J. Mayo,4,4,1,1,0,3,1,1,0,0,4,2,2,1,3,0.25,0.0,0.3333333333333333,5,2,3,4,3,1,0,2,0,0,3,3,0,0,6,0.6,0.75,0.0,-1
201401180HOU,2014,HOU,MIL,42,42,Aaron Brooks,Chandler Parsons,Dwight Howard,James Harden,Terrence Jones,John Henson,Khris Middleton,Larry Sanders,Luke Ridnour,O.J. Mayo,2,0,1,0,0,2,1,1,0,0,1,1,0,0,3,0.5,0.0,0.5,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,1
201401180HOU,2014,HOU,MIL,43,47,Aaron Brooks,Chandler Parsons,Dwight Howard,James Harden,Terrence Jones,Brandon Knight,Giannis Antetokounmpo,John Henson,Larry Sanders,O.J. Mayo,8,6,2,5,1,3,1,1,3,0,10,6,4,2,5,0.25,0.2,0.3333333333333333,12,4,5,8,4,4,1,3,1,0,8,5,3,0,11,0.4166666666666667,0.5,0.25,-1
201401200HOU,2014,HOU,POR,0,5,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Patrick Beverley,Damian Lillard,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Wesley Matthews,14,1,11,11,8,3,3,7,0,0,6,5,1,0,25,0.7857142857142857,0.7272727272727273,1.0,13,1,5,10,5,3,0,3,1,0,6,3,3,2,10,0.38461538461538464,0.5,0.0,1
201401200HOU,2014,HOU,POR,6,7,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Jeremy Lin,Damian Lillard,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Wesley Matthews,3,0,2,2,1,1,1,1,0,0,1,1,0,0,5,0.6666666666666666,0.5,1.0,4,0,3,0,0,4,3,2,0,0,1,1,0,0,9,0.75,0.0,0.75,-1
201401200HOU,2014,HOU,POR,8,8,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Jeremy Lin,Damian Lillard,LaMarcus Aldridge,Mo Williams,Nicolas Batum,Robin Lopez,1,0,1,1,1,0,0,0,0,0,1,1,0,2,2,1.0,1.0,0.0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1
201401200HOU,2014,HOU,POR,9,9,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Ronnie Brewer,Damian Lillard,LaMarcus Aldridge,Mo Williams,Nicolas Batum,Robin Lopez,2,1,1,2,1,0,0,0,0,0,1,0,1,0,2,0.5,0.5,0.0,3,0,1,3,1,0,0,0,0,0,2,0,2,0,2,0.3333333333333333,0.3333333333333333,0.0,-1
201401200HOU,2014,HOU,POR,10,10,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Ronnie Brewer,CJ McCollum,LaMarcus Aldridge,Mo Williams,Nicolas Batum,Robin Lopez,1,0,1,1,1,0,0,0,0,0,1,1,0,1,2,1.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201401200HOU,2014,HOU,POR,11,11,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Ronnie Brewer,CJ McCollum,Joel Freeland,LaMarcus Aldridge,Mo Williams,Nicolas Batum,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,4,0,2,3,1,1,1,1,0,0,2,0,2,0,5,0.5,0.3333333333333333,1.0,-1
201401200HOU,2014,HOU,POR,12,12,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Ronnie Brewer,CJ McCollum,LaMarcus Aldridge,Mo Williams,Nicolas Batum,Wesley Matthews,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201401200HOU,2014,HOU,POR,13,14,Chandler Parsons,Dwight Howard,Jeremy Lin,Omri Casspi,Patrick Beverley,CJ McCollum,Joel Freeland,Mo Williams,Thomas Robinson,Wesley Matthews,3,2,2,0,0,3,2,2,0,0,4,3,1,1,6,0.6666666666666666,0.0,0.6666666666666666,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201401200HOU,2014,HOU,POR,15,15,Chandler Parsons,Donatas Motiejunas,Jeremy Lin,Omri Casspi,Patrick Beverley,CJ McCollum,Joel Freeland,Mo Williams,Thomas Robinson,Wesley Matthews,2,0,1,0,0,2,1,1,0,0,0,0,0,0,3,0.5,0.0,0.5,2,0,2,2,2,0,0,2,0,0,1,1,0,1,4,1.0,1.0,0.0,-1
201401200HOU,2014,HOU,POR,16,18,Chandler Parsons,James Harden,Jeremy Lin,Omri Casspi,Patrick Beverley,Damian Lillard,Meyers Leonard,Mo Williams,Thomas Robinson,Wesley Matthews,4,0,4,2,2,2,2,4,0,0,1,1,0,2,10,1.0,1.0,1.0,7,0,3,5,2,2,1,0,1,0,3,0,3,1,7,0.42857142857142855,0.4,0.5,1
201401200HOU,2014,HOU,POR,19,21,Chandler Parsons,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Damian Lillard,LaMarcus Aldridge,Mo Williams,Nicolas Batum,Robin Lopez,5,3,3,5,3,0,0,1,0,0,3,2,1,1,6,0.6,0.6,0.0,7,0,4,7,4,0,0,2,0,0,3,2,1,1,8,0.5714285714285714,0.5714285714285714,0.0,-1
201401200HOU,2014,HOU,POR,22,24,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Damian Lillard,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Wesley Matthews,6,0,3,4,2,2,1,2,0,0,3,2,1,1,7,0.5,0.5,0.5,8,1,4,5,3,3,1,2,1,0,4,2,2,0,9,0.5,0.6,0.3333333333333333,-1
201401200HOU,2014,HOU,POR,25,30,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Patrick Beverley,Damian Lillard,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Wesley Matthews,13,3,4,6,2,7,2,3,1,0,8,2,6,3,10,0.3076923076923077,0.3333333333333333,0.2857142857142857,9,9,7,7,6,2,1,4,0,0,6,3,3,1,15,0.7777777777777778,0.8571428571428571,0.5,-1
201401200HOU,2014,HOU,POR,31,32,Chandler Parsons,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Damian Lillard,LaMarcus Aldridge,Nicolas Batum,Robin Lopez,Wesley Matthews,3,2,2,2,1,1,1,1,0,0,2,2,0,0,5,0.6666666666666666,0.5,1.0,4,0,0,3,0,1,0,0,0,0,3,1,2,1,0,0.0,0.0,0.0,1
201401200HOU,2014,HOU,POR,33,33,Chandler Parsons,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Damian Lillard,LaMarcus Aldridge,Mo Williams,Nicolas Batum,Robin Lopez,2,2,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,2,2,1,2,1,0,0,0,0,0,2,2,0,0,2,0.5,0.5,0.0,-1
201401200HOU,2014,HOU,POR,34,35,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Ronnie Brewer,CJ McCollum,Damian Lillard,Mo Williams,Nicolas Batum,Robin Lopez,3,6,2,2,1,1,1,1,1,0,3,2,1,1,5,0.6666666666666666,0.5,1.0,6,3,2,4,2,2,0,0,0,0,3,1,2,1,4,0.3333333333333333,0.5,0.0,1
201401200HOU,2014,HOU,POR,36,36,Chandler Parsons,Donatas Motiejunas,Jeremy Lin,Omri Casspi,Ronnie Brewer,CJ McCollum,Damian Lillard,LaMarcus Aldridge,Mo Williams,Robin Lopez,2,0,1,2,1,0,0,1,0,0,2,1,1,0,2,0.5,0.5,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201401200HOU,2014,HOU,POR,37,39,Chandler Parsons,Donatas Motiejunas,Jeremy Lin,Omri Casspi,Ronnie Brewer,CJ McCollum,LaMarcus Aldridge,Mo Williams,Thomas Robinson,Wesley Matthews,6,0,2,2,1,4,1,1,0,0,2,2,0,0,5,0.3333333333333333,0.5,0.25,3,2,1,3,1,0,0,0,0,0,4,4,0,1,2,0.3333333333333333,0.3333333333333333,0.0,1
201401200HOU,2014,HOU,POR,40,40,Chandler Parsons,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Damian Lillard,LaMarcus Aldridge,Mo Williams,Thomas Robinson,Wesley Matthews,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,3,0,2,1,1,2,1,1,0,0,1,1,0,0,5,0.6666666666666666,1.0,0.5,-1
201401200HOU,2014,HOU,POR,41,44,Chandler Parsons,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Damian Lillard,LaMarcus Aldridge,Mo Williams,Nicolas Batum,Wesley Matthews,7,4,3,3,2,4,1,2,1,0,7,4,3,2,7,0.42857142857142855,0.6666666666666666,0.25,8,0,3,6,3,2,0,2,0,0,2,1,1,0,6,0.375,0.5,0.0,1
201401200HOU,2014,HOU,POR,45,45,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,CJ McCollum,Earl Watson,Meyers Leonard,Thomas Robinson,Will Barton,1,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,0,0,0,0,0,0,2,0.5,0.5,0.0,-1
201401200HOU,2014,HOU,POR,46,47,Chandler Parsons,Donatas Motiejunas,James Harden,Jeremy Lin,Omri Casspi,CJ McCollum,Earl Watson,Meyers Leonard,Thomas Robinson,Will Barton,5,0,1,3,1,2,0,0,0,0,4,3,1,1,2,0.2,0.3333333333333333,0.0,4,2,2,3,2,1,0,1,0,0,3,3,0,0,4,0.5,0.6666666666666666,0.0,-1
201401220HOU,2014,HOU,SAC,0,6,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Patrick Beverley,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Marcus Thornton,Rudy Gay,14,4,6,9,6,5,0,3,2,0,10,5,5,2,12,0.42857142857142855,0.6666666666666666,0.0,13,2,7,13,7,0,0,6,2,0,9,6,3,0,14,0.5384615384615384,0.5384615384615384,0.0,-1
201401220HOU,2014,HOU,SAC,7,8,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Patrick Beverley,DeMarcus Cousins,Derrick Williams,Isaiah Thomas,Jason Thompson,Marcus Thornton,4,2,3,4,3,0,0,0,0,0,4,3,1,0,6,0.75,0.75,0.0,4,1,1,2,1,2,0,1,1,0,0,0,0,0,2,0.25,0.5,0.0,1
201401220HOU,2014,HOU,SAC,9,9,Chandler Parsons,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Aaron Gray,Derrick Williams,Isaiah Thomas,Jason Thompson,Marcus Thornton,1,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,1,0,1,1,0,0,0,1,1,0,0,3,0.5,0.0,1.0,-1
201401220HOU,2014,HOU,SAC,10,12,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Aaron Gray,Ben McLemore,Derrick Williams,Isaiah Thomas,Quincy Acy,8,0,4,4,4,4,0,2,0,0,6,3,3,0,8,0.5,1.0,0.0,7,0,1,4,1,3,0,0,0,0,4,1,3,1,2,0.14285714285714285,0.25,0.0,1
201401220HOU,2014,HOU,SAC,13,13,Donatas Motiejunas,James Harden,Jeremy Lin,Omri Casspi,Patrick Beverley,Aaron Gray,Ben McLemore,Derrick Williams,Jimmer Fredette,Quincy Acy,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,1,0,2,1,1,1,2,0.5,0.5,0.0,-1
201401220HOU,2014,HOU,SAC,14,14,Donatas Motiejunas,James Harden,Jeremy Lin,Omri Casspi,Patrick Beverley,Ben McLemore,Derrick Williams,Isaiah Thomas,Jimmer Fredette,Quincy Acy,4,0,1,2,0,2,1,1,0,0,1,0,1,0,3,0.25,0.0,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,1
201401220HOU,2014,HOU,SAC,15,15,Chandler Parsons,Dwight Howard,Jeremy Lin,Omri Casspi,Patrick Beverley,Ben McLemore,Derrick Williams,Isaiah Thomas,Jimmer Fredette,Quincy Acy,2,0,2,2,2,0,0,1,0,0,1,1,0,0,4,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201401220HOU,2014,HOU,SAC,16,17,Chandler Parsons,Dwight Howard,Jeremy Lin,Omri Casspi,Patrick Beverley,Ben McLemore,DeMarcus Cousins,Isaiah Thomas,Jimmer Fredette,Marcus Thornton,2,2,0,2,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,4,3,2,2,1,2,1,1,0,0,5,2,3,1,5,0.5,0.5,0.5,-1
201401220HOU,2014,HOU,SAC,18,20,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Ben McLemore,Derrick Williams,Isaiah Thomas,Jason Thompson,Marcus Thornton,5,0,2,4,2,1,0,1,0,0,3,2,1,3,4,0.4,0.5,0.0,6,0,3,4,2,2,1,1,0,0,3,2,1,2,7,0.5,0.5,0.5,-1
201401220HOU,2014,HOU,SAC,21,22,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Jeremy Lin,Aaron Gray,Ben McLemore,Derrick Williams,Isaiah Thomas,Jason Thompson,6,0,3,5,2,1,1,3,1,0,5,4,1,0,7,0.5,0.4,1.0,4,2,1,1,0,3,1,0,1,0,2,2,0,0,3,0.25,0.0,0.3333333333333333,1
201401220HOU,2014,HOU,SAC,23,23,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Robert Covington,Aaron Gray,Ben McLemore,Derrick Williams,Isaiah Thomas,Jason Thompson,3,0,2,3,2,0,0,2,0,0,1,0,1,0,4,0.6666666666666666,0.6666666666666666,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201401220HOU,2014,HOU,SAC,24,24,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Robert Covington,Aaron Gray,Derrick Williams,Isaiah Thomas,Jason Thompson,Marcus Thornton,2,0,1,2,1,0,0,1,1,0,1,1,0,0,2,0.5,0.5,0.0,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201401220HOU,2014,HOU,SAC,25,27,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Patrick Beverley,Aaron Gray,Derrick Williams,Isaiah Thomas,Jason Thompson,Marcus Thornton,4,6,2,1,0,3,2,2,0,0,6,3,3,0,6,0.5,0.0,0.6666666666666666,4,2,1,4,1,0,0,1,0,0,3,2,1,1,2,0.25,0.25,0.0,1
201401220HOU,2014,HOU,SAC,28,29,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Patrick Beverley,Ben McLemore,Derrick Williams,Isaiah Thomas,Jason Thompson,Marcus Thornton,3,4,2,1,1,2,1,2,0,0,1,1,0,0,5,0.6666666666666666,1.0,0.5,3,2,2,3,2,0,0,0,0,0,3,2,1,1,4,0.6666666666666666,0.6666666666666666,0.0,1
201401220HOU,2014,HOU,SAC,30,30,Chandler Parsons,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Ben McLemore,Derrick Williams,Isaiah Thomas,Jason Thompson,Marcus Thornton,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,3,2,1,1,1,2,0,0,0,0,2,0,2,0,2,0.3333333333333333,1.0,0.0,-1
201401220HOU,2014,HOU,SAC,31,31,Chandler Parsons,Dwight Howard,James Harden,Omri Casspi,Patrick Beverley,Ben McLemore,Derrick Williams,Isaiah Thomas,Quincy Acy,Travis Outlaw,3,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0,2,2,0,1,3,1.0,0.0,1.0,-1
201401220HOU,2014,HOU,SAC,32,35,Chandler Parsons,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Ben McLemore,Derrick Williams,Isaiah Thomas,Quincy Acy,Travis Outlaw,4,14,2,2,2,2,0,1,0,0,10,5,5,0,4,0.5,1.0,0.0,8,4,4,3,1,5,3,1,2,0,4,3,1,0,11,0.5,0.3333333333333333,0.6,-1
201401220HOU,2014,HOU,SAC,36,36,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Patrick Beverley,Ben McLemore,Derrick Williams,Isaiah Thomas,Quincy Acy,Travis Outlaw,2,0,2,2,2,0,0,2,0,0,1,1,0,0,4,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201401220HOU,2014,HOU,SAC,37,40,Chandler Parsons,Donatas Motiejunas,Jeremy Lin,Omri Casspi,Patrick Beverley,Ben McLemore,Carl Landry,Derrick Williams,Isaiah Thomas,Jimmer Fredette,6,4,4,5,3,1,1,2,0,0,7,6,1,1,9,0.6666666666666666,0.6,1.0,8,4,0,7,0,1,0,0,2,0,5,2,3,2,0,0.0,0.0,0.0,1
201401220HOU,2014,HOU,SAC,41,43,Donatas Motiejunas,Jeremy Lin,Omri Casspi,Patrick Beverley,Robert Covington,Ben McLemore,Carl Landry,Derrick Williams,Jimmer Fredette,Ray McCallum,7,0,4,4,3,3,1,3,1,0,4,2,2,0,9,0.5714285714285714,0.75,0.3333333333333333,5,2,2,2,1,3,1,2,0,0,3,2,1,0,5,0.4,0.5,0.3333333333333333,1
201401220HOU,2014,HOU,SAC,44,47,Aaron Brooks,Donatas Motiejunas,Jeremy Lin,Omri Casspi,Robert Covington,Ben McLemore,Carl Landry,Derrick Williams,Jimmer Fredette,Ray McCallum,7,2,2,3,1,4,1,2,0,0,2,2,0,1,5,0.2857142857142857,0.3333333333333333,0.25,8,2,5,4,2,4,3,3,0,0,6,5,1,1,13,0.625,0.5,0.75,-1
201401240HOU,2014,HOU,MEM,0,6,Chandler Parsons,Dwight Howard,James Harden,Patrick Beverley,Terrence Jones,Courtney Lee,Marc Gasol,Mike Conley,Tayshaun Prince,Zach Randolph,12,0,4,9,4,3,0,4,0,0,6,5,1,1,8,0.3333333333333333,0.4444444444444444,0.0,13,2,6,13,6,0,0,3,1,0,10,7,3,0,12,0.46153846153846156,0.46153846153846156,0.0,-1
201401240HOU,2014,HOU,MEM,7,8,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Patrick Beverley,Courtney Lee,Marc Gasol,Mike Conley,Tayshaun Prince,Zach Randolph,2,2,1,1,1,1,0,1,0,0,2,1,1,1,2,0.5,1.0,0.0,4,0,2,4,2,0,0,1,0,0,1,0,1,0,4,0.5,0.5,0.0,-1
201401240HOU,2014,HOU,MEM,9,9,Chandler Parsons,Donatas Motiejunas,Dwight Howard,James Harden,Patrick Beverley,Ed Davis,James Johnson,Marc Gasol,Nick Calathes,Tayshaun Prince,1,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0.5,0.5,0.0,-1
201401240HOU,2014,HOU,MEM,10,12,Donatas Motiejunas,Dwight Howard,James Harden,Jeremy Lin,Omri Casspi,Ed Davis,James Johnson,Marc Gasol,Nick Calathes,Tayshaun Prince,6,0,3,5,3,1,0,1,0,0,2,1,1,2,6,0.5,0.6,0.0,4,0,2,4,2,0,0,2,0,0,3,2,1,3,4,0.5,0.5,0.0,1
201401240HOU,2014,HOU,MEM,13,16,Chandler Parsons,Donatas Motiejunas,Jeremy Lin,Omri Casspi,Terrence Jones,Ed Davis,James Johnson,Kosta Koufos,Mike Miller,Nick Calathes,8,0,1,4,1,4,0,1,2,0,4,3,1,1,2,0.125,0.25,0.0,8,0,1,7,1,1,0,0,0,0,10,6,4,3,2,0.125,0.14285714285714285,0.0,-1
201401240HOU,2014,HOU,MEM,17,19,Chandler Parsons,Donatas Motiejunas,James Harden,Jeremy Lin,Terrence Jones,Ed Davis,James Johnson,Mike Conley,Mike Miller,Zach Randolph,5,0,1,3,1,2,0,0,0,0,0,0,0,1,2,0.2,0.3333333333333333,0.0,5,0,4,4,3,1,1,3,0,0,5,4,1,2,9,0.8,0.75,1.0,-1
