game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
201310290LAL,2014,LAL,LAC,35,35,Chris Kaman,Jodie Meeks,Jordan Farmar,Wesley Johnson,Xavier Henry,Blake Griffin,Darren Collison,Jamal Crawford,Jared Dudley,Matt Barnes,2,2,1,1,1,1,0,0,0,0,4,1,3,0,2,0.5,1.0,0.0,1,2,1,0,0,1,1,1,0,0,1,0,1,0,3,1.0,0.0,1.0,-1
201310290LAL,2014,LAL,LAC,36,36,Jodie Meeks,Jordan Farmar,Jordan Hill,Wesley Johnson,Xavier Henry,Darren Collison,Jamal Crawford,Jared Dudley,Matt Barnes,Ryan Hollins,2,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,-1
201310290LAL,2014,LAL,LAC,37,37,Jodie Meeks,Jordan Farmar,Jordan Hill,Wesley Johnson,Xavier Henry,Darren Collison,J.J. Redick,Jamal Crawford,Matt Barnes,Ryan Hollins,2,1,1,2,1,0,0,0,0,0,1,0,1,0,2,0.5,0.5,0.0,2,0,1,2,1,0,0,0,0,0,2,1,1,0,2,0.5,0.5,0.0,-1
201310290LAL,2014,LAL,LAC,38,39,Jodie Meeks,Jordan Farmar,Jordan Hill,Wesley Johnson,Xavier Henry,Darren Collison,DeAndre Jordan,J.J. Redick,Jamal Crawford,Matt Barnes,6,1,4,3,1,3,3,3,1,0,2,0,2,0,11,0.6666666666666666,0.3333333333333333,1.0,3,2,2,3,2,0,0,0,0,0,2,0,2,1,4,0.6666666666666666,0.6666666666666666,0.0,1
201310290LAL,2014,LAL,LAC,40,41,Jodie Meeks,Jordan Farmar,Jordan Hill,Wesley Johnson,Xavier Henry,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jamal Crawford,4,0,4,3,3,1,1,2,0,0,1,1,0,0,9,1.0,1.0,1.0,2,1,1,2,1,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,1
201310290LAL,2014,LAL,LAC,42,44,Jodie Meeks,Jordan Farmar,Jordan Hill,Wesley Johnson,Xavier Henry,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,5,2,3,4,3,1,0,1,0,0,4,2,2,0,6,0.6,0.75,0.0,3,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0.3333333333333333,0.5,0.0,1
201310290LAL,2014,LAL,LAC,45,47,Jodie Meeks,Jordan Farmar,Jordan Hill,Wesley Johnson,Xavier Henry,Blake Griffin,Chris Paul,J.J. Redick,Jamal Crawford,Matt Barnes,4,4,3,2,1,2,2,2,0,0,4,2,2,3,8,0.75,0.5,1.0,8,2,4,4,2,4,2,4,1,0,3,1,2,0,10,0.5,0.5,0.5,-1
201310310LAC,2014,LAC,GSW,0,7,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,Andre Iguodala,Andrew Bogut,David Lee,Klay Thompson,Stephen Curry,16,7,8,11,7,5,1,7,0,0,7,3,4,3,17,0.5,0.6363636363636364,0.2,12,2,8,11,7,1,1,5,0,0,6,5,1,5,17,0.6666666666666666,0.6363636363636364,1.0,-1
201310310LAC,2014,LAC,GSW,8,9,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,Andre Iguodala,David Lee,Jermaine O'Neal,Klay Thompson,Stephen Curry,3,2,2,2,1,1,1,1,0,0,2,1,1,2,5,0.6666666666666666,0.5,1.0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201310310LAC,2014,LAC,GSW,10,10,Blake Griffin,Darren Collison,Jamal Crawford,Matt Barnes,Ryan Hollins,David Lee,Draymond Green,Jermaine O'Neal,Klay Thompson,Toney Douglas,2,4,0,1,0,1,0,0,0,0,4,1,3,0,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,-1
201310310LAC,2014,LAC,GSW,11,12,Blake Griffin,Darren Collison,Jamal Crawford,Matt Barnes,Ryan Hollins,Draymond Green,Jermaine O'Neal,Klay Thompson,Marreese Speights,Toney Douglas,2,2,1,1,1,1,0,1,0,0,3,3,0,1,2,0.5,1.0,0.0,2,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201310310LAC,2014,LAC,GSW,13,13,Blake Griffin,Darren Collison,Jamal Crawford,Matt Barnes,Ryan Hollins,Andre Iguodala,Draymond Green,Jermaine O'Neal,Marreese Speights,Stephen Curry,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,2,0,1,1,0,1,1,1,0,0,3,1,2,0,3,0.5,0.0,1.0,-1
201310310LAC,2014,LAC,GSW,14,14,Byron Mullens,Darren Collison,Jamal Crawford,Matt Barnes,Ryan Hollins,Andre Iguodala,Draymond Green,Jermaine O'Neal,Marreese Speights,Stephen Curry,2,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
201310310LAC,2014,LAC,GSW,15,16,Byron Mullens,Darren Collison,DeAndre Jordan,Jamal Crawford,Matt Barnes,Andre Iguodala,Draymond Green,Jermaine O'Neal,Marreese Speights,Stephen Curry,6,0,3,5,2,1,1,2,0,0,4,1,3,1,7,0.5,0.4,1.0,3,0,2,3,2,0,0,2,0,0,0,0,0,0,4,0.6666666666666666,0.6666666666666666,0.0,1
201310310LAC,2014,LAC,GSW,17,21,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,Andre Iguodala,Andrew Bogut,David Lee,Klay Thompson,Stephen Curry,10,6,6,6,4,4,2,3,0,0,8,4,4,2,14,0.6,0.6666666666666666,0.5,10,0,5,7,3,3,2,3,0,0,3,2,1,2,12,0.5,0.42857142857142855,0.6666666666666666,1
201310310LAC,2014,LAC,GSW,22,23,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,Andre Iguodala,David Lee,Draymond Green,Klay Thompson,Stephen Curry,3,2,2,2,2,1,0,1,0,0,3,2,1,2,4,0.6666666666666666,1.0,0.0,4,4,2,4,2,0,0,1,1,0,1,1,0,0,4,0.5,0.5,0.0,-1
201310310LAC,2014,LAC,GSW,24,24,Blake Griffin,Chris Paul,J.J. Redick,Jamal Crawford,Jared Dudley,Andre Iguodala,David Lee,Draymond Green,Klay Thompson,Toney Douglas,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,-1
201310310LAC,2014,LAC,GSW,25,26,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,Andre Iguodala,Andrew Bogut,David Lee,Klay Thompson,Stephen Curry,3,0,2,3,2,0,0,1,0,0,1,1,0,1,4,0.6666666666666666,0.6666666666666666,0.0,2,2,2,1,1,1,1,1,0,0,2,1,1,1,5,1.0,1.0,1.0,-1
201310310LAC,2014,LAC,GSW,27,30,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Matt Barnes,Andre Iguodala,Andrew Bogut,David Lee,Klay Thompson,Stephen Curry,8,5,4,7,3,1,1,4,1,0,6,4,2,1,9,0.5,0.42857142857142855,1.0,6,4,2,4,1,2,1,2,0,0,5,3,2,2,5,0.3333333333333333,0.25,0.5,1
201310310LAC,2014,LAC,GSW,31,31,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Matt Barnes,Andre Iguodala,Andrew Bogut,Marreese Speights,Stephen Curry,Toney Douglas,2,0,2,2,2,0,0,2,0,0,0,0,0,0,4,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1
201310310LAC,2014,LAC,GSW,32,32,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Matt Barnes,Andre Iguodala,Draymond Green,Jermaine O'Neal,Marreese Speights,Toney Douglas,0,4,0,0,0,0,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,1,4,0,0,0,1,0,0,0,0,2,0,2,0,0,0.0,0.0,0.0,-1
201310310LAC,2014,LAC,GSW,33,35,Byron Mullens,Darren Collison,DeAndre Jordan,Jamal Crawford,Matt Barnes,Andre Iguodala,Draymond Green,Jermaine O'Neal,Marreese Speights,Toney Douglas,6,0,1,4,1,2,0,0,0,0,3,2,1,2,2,0.16666666666666666,0.25,0.0,5,0,3,3,2,2,1,2,0,0,5,4,1,3,7,0.6,0.6666666666666666,0.5,-1
201310310LAC,2014,LAC,GSW,36,36,Byron Mullens,Darren Collison,DeAndre Jordan,Jamal Crawford,Jared Dudley,Andre Iguodala,Draymond Green,Jermaine O'Neal,Klay Thompson,Toney Douglas,2,2,1,0,0,2,1,1,0,0,2,0,2,0,3,0.5,0.0,0.5,1,0,1,0,0,1,1,1,0,0,1,1,0,0,3,1.0,0.0,1.0,-1
201310310LAC,2014,LAC,GSW,37,38,Byron Mullens,Darren Collison,DeAndre Jordan,Jamal Crawford,Jared Dudley,Draymond Green,Jermaine O'Neal,Kent Bazemore,Klay Thompson,Stephen Curry,6,5,2,5,1,1,1,1,0,0,3,0,3,0,5,0.3333333333333333,0.2,1.0,2,0,2,0,0,2,2,1,0,0,1,1,0,2,6,1.0,0.0,1.0,-1
201310310LAC,2014,LAC,GSW,39,39,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Jared Dudley,Andre Iguodala,Draymond Green,Jermaine O'Neal,Klay Thompson,Stephen Curry,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,2,0,1,1,1,1,0,1,0,0,0,0,0,0,2,0.5,1.0,0.0,-1
201310310LAC,2014,LAC,GSW,40,42,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Jared Dudley,Andre Iguodala,Andrew Bogut,David Lee,Klay Thompson,Stephen Curry,5,0,3,3,3,2,0,1,0,0,3,2,1,1,6,0.6,1.0,0.0,5,3,3,2,1,3,2,1,1,0,2,1,1,0,8,0.6,0.5,0.6666666666666666,-1
201310310LAC,2014,LAC,GSW,43,44,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,Andre Iguodala,Andrew Bogut,David Lee,Klay Thompson,Stephen Curry,3,4,2,1,1,2,1,1,0,0,4,2,2,0,5,0.6666666666666666,1.0,0.5,3,3,2,2,2,1,0,1,0,0,4,2,2,1,4,0.6666666666666666,1.0,0.0,1
201310310LAC,2014,LAC,GSW,45,46,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,Matt Barnes,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,2,4,1,1,1,1,0,0,0,0,1,0,1,0,2,0.5,1.0,0.0,5,0,4,5,4,0,0,2,0,0,3,2,1,1,8,0.8,0.8,0.0,-1
201310310LAC,2014,LAC,GSW,47,47,Chris Paul,DeAndre Jordan,J.J. Redick,Jamal Crawford,Jared Dudley,Andre Iguodala,Andrew Bogut,Draymond Green,Klay Thompson,Stephen Curry,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,2,1,1,2,0,0.0,0.0,0.0,-1
201311010SAC,2014,SAC,LAC,0,5,DeMarcus Cousins,Greivis Vasquez,John Salmons,Marcus Thornton,Patrick Patterson,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,11,0,6,9,5,2,1,4,0,0,6,5,1,1,13,0.5454545454545454,0.5555555555555556,0.5,11,1,5,10,5,1,0,4,1,0,5,4,1,1,10,0.45454545454545453,0.5,0.0,1
201311010SAC,2014,SAC,LAC,6,8,DeMarcus Cousins,Greivis Vasquez,John Salmons,Marcus Thornton,Patrick Patterson,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Matt Barnes,7,0,2,5,1,2,1,2,1,0,3,1,2,1,5,0.2857142857142857,0.2,0.5,5,2,4,2,2,3,2,3,0,0,4,3,1,0,10,0.8,1.0,0.6666666666666666,-1
201311010SAC,2014,SAC,LAC,9,9,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,John Salmons,Marcus Thornton,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Matt Barnes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,3,1,2,1,0,0.0,0.0,0.0,-1
201311010SAC,2014,SAC,LAC,10,10,Ben McLemore,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,John Salmons,Blake Griffin,Darren Collison,DeAndre Jordan,Jamal Crawford,Matt Barnes,0,6,0,0,0,0,0,0,0,0,4,3,1,0,0,0.0,0.0,0.0,3,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,-1
201311010SAC,2014,SAC,LAC,11,11,Ben McLemore,Chuck Hayes,Isaiah Thomas,Jason Thompson,Travis Outlaw,Blake Griffin,Byron Mullens,Darren Collison,Jamal Crawford,Matt Barnes,2,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
201311010SAC,2014,SAC,LAC,12,14,Ben McLemore,Chuck Hayes,Isaiah Thomas,Jason Thompson,Travis Outlaw,Byron Mullens,Darren Collison,Jamal Crawford,Matt Barnes,Ryan Hollins,6,0,2,4,1,2,1,0,0,0,2,1,1,1,5,0.3333333333333333,0.25,0.5,6,2,3,3,1,3,2,2,0,0,6,3,3,1,8,0.5,0.3333333333333333,0.6666666666666666,-1
201311010SAC,2014,SAC,LAC,15,15,Chuck Hayes,Isaiah Thomas,Jason Thompson,Marcus Thornton,Travis Outlaw,Byron Mullens,Darren Collison,Jamal Crawford,Matt Barnes,Ryan Hollins,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
201311010SAC,2014,SAC,LAC,16,16,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Marcus Thornton,Travis Outlaw,Byron Mullens,Darren Collison,DeAndre Jordan,Jamal Crawford,Matt Barnes,1,2,1,0,0,1,1,1,0,0,1,1,0,0,3,1.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1
201311010SAC,2014,SAC,LAC,17,17,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Marcus Thornton,Travis Outlaw,Blake Griffin,Chris Paul,DeAndre Jordan,Jamal Crawford,Matt Barnes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,2,1,2,1,0,0,1,0,0,2,1,1,0,2,0.5,0.5,0.0,-1
201311010SAC,2014,SAC,LAC,18,18,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Marcus Thornton,Travis Outlaw,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,4,1,2,3,2,1,0,1,1,0,1,0,1,0,4,0.5,0.6666666666666666,0.0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201311010SAC,2014,SAC,LAC,19,20,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,John Salmons,Marcus Thornton,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,4,0,1,3,1,1,0,1,1,0,4,2,2,1,2,0.25,0.3333333333333333,0.0,2,2,1,1,1,1,0,1,0,0,2,1,1,0,2,0.5,1.0,0.0,-1
201311010SAC,2014,SAC,LAC,21,21,DeMarcus Cousins,Greivis Vasquez,Jason Thompson,John Salmons,Marcus Thornton,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,2,0,1,1,0,1,1,1,0,0,1,1,0,1,3,0.5,0.0,1.0,-1
201311010SAC,2014,SAC,LAC,22,23,DeMarcus Cousins,Greivis Vasquez,Isaiah Thomas,Jason Thompson,John Salmons,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,2,4,1,2,1,0,0,0,0,0,0,0,0,0,2,0.5,0.5,0.0,3,4,2,2,2,1,0,1,0,0,3,2,1,0,4,0.6666666666666666,1.0,0.0,-1
201311010SAC,2014,SAC,LAC,24,30,DeMarcus Cousins,Greivis Vasquez,John Salmons,Marcus Thornton,Patrick Patterson,Blake Griffin,Chris Paul,DeAndre Jordan,J.J. Redick,Jared Dudley,12,5,6,10,6,2,0,4,1,0,6,3,3,0,12,0.5,0.6,0.0,13,0,7,9,5,4,2,5,1,0,6,3,3,2,16,0.5384615384615384,0.5555555555555556,0.5,-1
201311010SAC,2014,SAC,LAC,31,31,DeMarcus Cousins,Greivis Vasquez,Jason Thompson,John Salmons,Marcus Thornton,Blake Griffin,Chris Paul,J.J. Redick,Jared Dudley,Ryan Hollins,1,0,1,0,0,1,1,1,0,0,1,1,0,1,3,1.0,0.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201311010SAC,2014,SAC,LAC,32,32,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,John Salmons,Marcus Thornton,Blake Griffin,Chris Paul,Jamal Crawford,Matt Barnes,Ryan Hollins,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,3,1.0,0.0,1.0,-1
201311010SAC,2014,SAC,LAC,33,33,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Marcus Thornton,Travis Outlaw,Blake Griffin,Chris Paul,Jamal Crawford,Matt Barnes,Ryan Hollins,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,2,1.0,1.0,0.0,-1
201311010SAC,2014,SAC,LAC,34,34,Ben McLemore,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Travis Outlaw,Blake Griffin,Byron Mullens,Chris Paul,Jamal Crawford,Matt Barnes,1,7,1,1,1,0,0,0,0,0,3,1,2,0,2,1.0,1.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201311010SAC,2014,SAC,LAC,35,35,Ben McLemore,Chuck Hayes,Isaiah Thomas,Jason Thompson,Travis Outlaw,Blake Griffin,Byron Mullens,Chris Paul,Jamal Crawford,Matt Barnes,2,2,1,2,1,0,0,0,0,0,2,1,1,0,2,0.5,0.5,0.0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,3,1.0,0.0,1.0,-1
201311010SAC,2014,SAC,LAC,36,36,Ben McLemore,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Travis Outlaw,Blake Griffin,Byron Mullens,Chris Paul,Jamal Crawford,Matt Barnes,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1
201311010SAC,2014,SAC,LAC,37,39,Ben McLemore,Chuck Hayes,Isaiah Thomas,Jason Thompson,Travis Outlaw,Blake Griffin,Byron Mullens,Darren Collison,Jamal Crawford,Matt Barnes,5,1,3,5,3,0,0,1,0,0,2,1,1,1,6,0.6,0.6,0.0,5,0,4,2,2,3,2,3,0,0,1,1,0,0,10,0.8,1.0,0.6666666666666666,-1
